Year,State,Tobacco Use,Demographic,Comparing (Focus group),Cigarette Use Prevalence % (Focus group),To (Reference group),Cigarette Use Prevalence % (Reference group),Disparity Value
2011,Minnesota,Cigarette Use among Adults,Age,Age 18-24,24.7,Age 65 or older,8.6,2.9
2011,Minnesota,Cigarette Use among Adults,Age,Age 25-44,22.6,Age 18-24,24.7,0.9
2011,Minnesota,Cigarette Use among Adults,Age,Age 25-44,22.6,Age 45-64,18.7,1.2
2011,Minnesota,Cigarette Use among Adults,Age,Age 25-44,22.6,Age 65 or older,8.6,2.6
2011,Minnesota,Cigarette Use among Adults,Age,Age 45-64,18.7,Age 18-24,24.7,0.8
2011,Minnesota,Cigarette Use among Adults,Age,Age 45-64,18.7,Age 25-44,22.6,0.8
2011,Minnesota,Cigarette Use among Adults,Age,Age 45-64,18.7,Age 65 or older,8.6,2.2
2011,Minnesota,Cigarette Use among Adults,Age,Age 65 or older,8.6,Age 18-24,24.7,0.3
2011,Minnesota,Cigarette Use among Adults,Age,Age 65 or older,8.6,Age 25-44,22.6,0.4
2011,Minnesota,Cigarette Use among Adults,Age,Age 65 or older,8.6,Age 45-64,18.7,0.5
2011,Mississippi,Cigarette Use among Adults,Age,Age 18-24,29.0,Age 25-44,31.8,0.9
2011,Mississippi,Cigarette Use among Adults,Age,Age 18-24,29.0,Age 45-64,27.1,1.1
2011,Mississippi,Cigarette Use among Adults,Age,Age 18-24,29.0,Age 65 or older,10.0,2.9
2011,Mississippi,Cigarette Use among Adults,Age,Age 25-44,31.8,Age 18-24,29.0,1.1
2011,Mississippi,Cigarette Use among Adults,Age,Age 25-44,31.8,Age 45-64,27.1,1.2
2011,Mississippi,Cigarette Use among Adults,Age,Age 25-44,31.8,Age 65 or older,10.0,3.2
2011,Mississippi,Cigarette Use among Adults,Age,Age 45-64,27.1,Age 18-24,29.0,0.9
2011,Mississippi,Cigarette Use among Adults,Age,Age 45-64,27.1,Age 25-44,31.8,0.9
2011,Mississippi,Cigarette Use among Adults,Age,Age 45-64,27.1,Age 65 or older,10.0,2.7
2011,Mississippi,Cigarette Use among Adults,Age,Age 65 or older,10.0,Age 18-24,29.0,0.3
2011,Mississippi,Cigarette Use among Adults,Age,Age 65 or older,10.0,Age 25-44,31.8,0.3
2011,Mississippi,Cigarette Use among Adults,Age,Age 65 or older,10.0,Age 45-64,27.1,0.4
2011,Missouri,Cigarette Use among Adults,Age,Age 18-24,25.8,Age 25-44,31.9,0.8
2011,Missouri,Cigarette Use among Adults,Age,Age 18-24,25.8,Age 45-64,25.9,1.0
2011,Missouri,Cigarette Use among Adults,Age,Age 18-24,25.8,Age 65 or older,10.1,2.6
2011,Missouri,Cigarette Use among Adults,Age,Age 25-44,31.9,Age 18-24,25.8,1.2
2011,Missouri,Cigarette Use among Adults,Age,Age 25-44,31.9,Age 45-64,25.9,1.2
2011,Missouri,Cigarette Use among Adults,Age,Age 25-44,31.9,Age 65 or older,10.1,3.2
2011,Missouri,Cigarette Use among Adults,Age,Age 45-64,25.9,Age 18-24,25.8,1.0
2011,Missouri,Cigarette Use among Adults,Age,Age 45-64,25.9,Age 25-44,31.9,0.8
2011,Missouri,Cigarette Use among Adults,Age,Age 45-64,25.9,Age 65 or older,10.1,2.6
2011,Missouri,Cigarette Use among Adults,Age,Age 65 or older,10.1,Age 18-24,25.8,0.4
2011,Missouri,Cigarette Use among Adults,Age,Age 65 or older,10.1,Age 25-44,31.9,0.3
2011,Missouri,Cigarette Use among Adults,Age,Age 65 or older,10.1,Age 45-64,25.9,0.4
2011,Montana,Cigarette Use among Adults,Age,Age 18-24,24.4,Age 25-44,25.6,1.0
2011,Montana,Cigarette Use among Adults,Age,Age 18-24,24.4,Age 45-64,24.2,1.0
2011,Montana,Cigarette Use among Adults,Age,Age 18-24,24.4,Age 65 or older,11.0,2.2
2011,Montana,Cigarette Use among Adults,Age,Age 25-44,25.6,Age 18-24,24.4,1.0
2011,Montana,Cigarette Use among Adults,Age,Age 25-44,25.6,Age 45-64,24.2,1.1
2011,Montana,Cigarette Use among Adults,Age,Age 25-44,25.6,Age 65 or older,11.0,2.3
2011,Montana,Cigarette Use among Adults,Age,Age 45-64,24.2,Age 18-24,24.4,1.0
2011,Montana,Cigarette Use among Adults,Age,Age 45-64,24.2,Age 25-44,25.6,0.9
2011,Montana,Cigarette Use among Adults,Age,Age 45-64,24.2,Age 65 or older,11.0,2.2
2011,Montana,Cigarette Use among Adults,Age,Age 65 or older,11.0,Age 18-24,24.4,0.5
2011,Montana,Cigarette Use among Adults,Age,Age 65 or older,11.0,Age 25-44,25.6,0.4
2011,Montana,Cigarette Use among Adults,Age,Age 65 or older,11.0,Age 45-64,24.2,0.5
2011,Nebraska,Cigarette Use among Adults,Age,Age 18-24,22.5,Age 25-44,25.4,0.9
2011,Nebraska,Cigarette Use among Adults,Age,Age 18-24,22.5,Age 45-64,19.7,1.1
2011,Nebraska,Cigarette Use among Adults,Age,Age 18-24,22.5,Age 65 or older,8.6,2.6
2011,Nebraska,Cigarette Use among Adults,Age,Age 25-44,25.4,Age 18-24,22.5,1.1
2011,Nebraska,Cigarette Use among Adults,Age,Age 25-44,25.4,Age 45-64,19.7,1.3
2011,Nebraska,Cigarette Use among Adults,Age,Age 25-44,25.4,Age 65 or older,8.6,3.0
2011,Nebraska,Cigarette Use among Adults,Age,Age 45-64,19.7,Age 18-24,22.5,0.9
2011,Nebraska,Cigarette Use among Adults,Age,Age 45-64,19.7,Age 25-44,25.4,0.8
2011,Nebraska,Cigarette Use among Adults,Age,Age 45-64,19.7,Age 65 or older,8.6,2.3
2011,Nebraska,Cigarette Use among Adults,Age,Age 65 or older,8.6,Age 18-24,22.5,0.4
2011,Nebraska,Cigarette Use among Adults,Age,Age 65 or older,8.6,Age 25-44,25.4,0.3
2011,Nebraska,Cigarette Use among Adults,Age,Age 65 or older,8.6,Age 45-64,19.7,0.4
2011,Nevada,Cigarette Use among Adults,Age,Age 18-24,17.4,Age 25-44,26.8,0.6
2011,Nevada,Cigarette Use among Adults,Age,Age 18-24,17.4,Age 45-64,24.8,0.7
2011,Nevada,Cigarette Use among Adults,Age,Age 18-24,17.4,Age 65 or older,13.5,1.3
2011,Nevada,Cigarette Use among Adults,Age,Age 25-44,26.8,Age 18-24,17.4,1.5
2011,Nevada,Cigarette Use among Adults,Age,Age 25-44,26.8,Age 45-64,24.8,1.1
2011,Nevada,Cigarette Use among Adults,Age,Age 25-44,26.8,Age 65 or older,13.5,2.0
2011,Nevada,Cigarette Use among Adults,Age,Age 45-64,24.8,Age 18-24,17.4,1.4
2011,Nevada,Cigarette Use among Adults,Age,Age 45-64,24.8,Age 25-44,26.8,0.9
2011,Nevada,Cigarette Use among Adults,Age,Age 45-64,24.8,Age 65 or older,13.5,1.8
2011,Nevada,Cigarette Use among Adults,Age,Age 65 or older,13.5,Age 18-24,17.4,0.8
2011,Nevada,Cigarette Use among Adults,Age,Age 65 or older,13.5,Age 25-44,26.8,0.5
2011,Nevada,Cigarette Use among Adults,Age,Age 65 or older,13.5,Age 45-64,24.8,0.5
2011,New Hampshire,Cigarette Use among Adults,Age,Age 18-24,21.7,Age 25-44,27.3,0.8
2011,New Hampshire,Cigarette Use among Adults,Age,Age 18-24,21.7,Age 45-64,17.9,1.2
2011,New Hampshire,Cigarette Use among Adults,Age,Age 18-24,21.7,Age 65 or older,7.3,3.0
2011,New Hampshire,Cigarette Use among Adults,Age,Age 25-44,27.3,Age 18-24,21.7,1.3
2011,New Hampshire,Cigarette Use among Adults,Age,Age 25-44,27.3,Age 45-64,17.9,1.5
2011,New Hampshire,Cigarette Use among Adults,Age,Age 25-44,27.3,Age 65 or older,7.3,3.7
2011,New Hampshire,Cigarette Use among Adults,Age,Age 45-64,17.9,Age 18-24,21.7,0.8
2011,New Hampshire,Cigarette Use among Adults,Age,Age 45-64,17.9,Age 25-44,27.3,0.7
2011,New Hampshire,Cigarette Use among Adults,Age,Age 45-64,17.9,Age 65 or older,7.3,2.5
2011,New Hampshire,Cigarette Use among Adults,Age,Age 65 or older,7.3,Age 18-24,21.7,0.3
2011,New Hampshire,Cigarette Use among Adults,Age,Age 65 or older,7.3,Age 25-44,27.3,0.3
2011,New Hampshire,Cigarette Use among Adults,Age,Age 65 or older,7.3,Age 45-64,17.9,0.4
2011,New Jersey,Cigarette Use among Adults,Age,Age 18-24,20.0,Age 25-44,19.0,1.1
2011,New Jersey,Cigarette Use among Adults,Age,Age 18-24,20.0,Age 45-64,17.7,1.1
2011,New Jersey,Cigarette Use among Adults,Age,Age 18-24,20.0,Age 65 or older,8.9,2.2
2011,New Jersey,Cigarette Use among Adults,Age,Age 25-44,19.0,Age 18-24,20.0,1.0
2011,New Jersey,Cigarette Use among Adults,Age,Age 25-44,19.0,Age 45-64,17.7,1.1
2011,New Jersey,Cigarette Use among Adults,Age,Age 25-44,19.0,Age 65 or older,8.9,2.1
2011,New Jersey,Cigarette Use among Adults,Age,Age 45-64,17.7,Age 18-24,20.0,0.9
2011,New Jersey,Cigarette Use among Adults,Age,Age 45-64,17.7,Age 25-44,19.0,0.9
2011,New Jersey,Cigarette Use among Adults,Age,Age 45-64,17.7,Age 65 or older,8.9,2.0
2011,New Jersey,Cigarette Use among Adults,Age,Age 65 or older,8.9,Age 18-24,20.0,0.4
2011,New Jersey,Cigarette Use among Adults,Age,Age 65 or older,8.9,Age 25-44,19.0,0.5
2011,New Jersey,Cigarette Use among Adults,Age,Age 65 or older,8.9,Age 45-64,17.7,0.5
2011,New Mexico,Cigarette Use among Adults,Age,Age 18-24,21.4,Age 25-44,27.5,0.8
2011,New Mexico,Cigarette Use among Adults,Age,Age 18-24,21.4,Age 45-64,21.4,1.0
2011,New Mexico,Cigarette Use among Adults,Age,Age 18-24,21.4,Age 65 or older,9.8,2.2
2011,New Mexico,Cigarette Use among Adults,Age,Age 25-44,27.5,Age 18-24,21.4,1.3
2011,New Mexico,Cigarette Use among Adults,Age,Age 25-44,27.5,Age 45-64,21.4,1.3
2011,New Mexico,Cigarette Use among Adults,Age,Age 25-44,27.5,Age 65 or older,9.8,2.8
2011,New Mexico,Cigarette Use among Adults,Age,Age 45-64,21.4,Age 18-24,21.4,1.0
2011,New Mexico,Cigarette Use among Adults,Age,Age 45-64,21.4,Age 25-44,27.5,0.8
2011,New Mexico,Cigarette Use among Adults,Age,Age 45-64,21.4,Age 65 or older,9.8,2.2
2011,New Mexico,Cigarette Use among Adults,Age,Age 65 or older,9.8,Age 18-24,21.4,0.5
2011,New Mexico,Cigarette Use among Adults,Age,Age 65 or older,9.8,Age 25-44,27.5,0.4
2011,New Mexico,Cigarette Use among Adults,Age,Age 65 or older,9.8,Age 45-64,21.4,0.5
2011,New York,Cigarette Use among Adults,Age,Age 18-24,21.6,Age 25-44,20.8,1.0
2011,New York,Cigarette Use among Adults,Age,Age 18-24,21.6,Age 45-64,19.3,1.1
2011,New York,Cigarette Use among Adults,Age,Age 18-24,21.6,Age 65 or older,8.3,2.6
2011,New York,Cigarette Use among Adults,Age,Age 25-44,20.8,Age 18-24,21.6,1.0
2011,New York,Cigarette Use among Adults,Age,Age 25-44,20.8,Age 45-64,19.3,1.1
2011,New York,Cigarette Use among Adults,Age,Age 25-44,20.8,Age 65 or older,8.3,2.5
2011,New York,Cigarette Use among Adults,Age,Age 45-64,19.3,Age 18-24,21.6,0.9
2011,New York,Cigarette Use among Adults,Age,Age 45-64,19.3,Age 25-44,20.8,0.9
2011,New York,Cigarette Use among Adults,Age,Age 45-64,19.3,Age 65 or older,8.3,2.3
2011,New York,Cigarette Use among Adults,Age,Age 65 or older,8.3,Age 18-24,21.6,0.4
2011,New York,Cigarette Use among Adults,Age,Age 65 or older,8.3,Age 25-44,20.8,0.4
2011,New York,Cigarette Use among Adults,Age,Age 65 or older,8.3,Age 45-64,19.3,0.4
2011,North Carolina,Cigarette Use among Adults,Age,Age 18-24,24.0,Age 25-44,25.6,0.9
2011,North Carolina,Cigarette Use among Adults,Age,Age 18-24,24.0,Age 45-64,23.4,1.0
2011,North Carolina,Cigarette Use among Adults,Age,Age 18-24,24.0,Age 65 or older,9.2,2.6
2011,North Carolina,Cigarette Use among Adults,Age,Age 25-44,25.6,Age 18-24,24.0,1.1
2011,North Carolina,Cigarette Use among Adults,Age,Age 25-44,25.6,Age 45-64,23.4,1.1
2011,North Carolina,Cigarette Use among Adults,Age,Age 25-44,25.6,Age 65 or older,9.2,2.8
2011,North Carolina,Cigarette Use among Adults,Age,Age 45-64,23.4,Age 18-24,24.0,1.0
2011,North Carolina,Cigarette Use among Adults,Age,Age 45-64,23.4,Age 25-44,25.6,0.9
2011,North Carolina,Cigarette Use among Adults,Age,Age 45-64,23.4,Age 65 or older,9.2,2.5
2011,North Carolina,Cigarette Use among Adults,Age,Age 65 or older,9.2,Age 18-24,24.0,0.4
2011,North Carolina,Cigarette Use among Adults,Age,Age 65 or older,9.2,Age 25-44,25.6,0.4
2011,North Carolina,Cigarette Use among Adults,Age,Age 65 or older,9.2,Age 45-64,23.4,0.4
2011,North Dakota,Cigarette Use among Adults,Age,Age 18-24,29.1,Age 25-44,26.8,1.1
2011,North Dakota,Cigarette Use among Adults,Age,Age 18-24,29.1,Age 45-64,21.3,1.4
2011,North Dakota,Cigarette Use among Adults,Age,Age 18-24,29.1,Age 65 or older,8.6,3.4
2011,North Dakota,Cigarette Use among Adults,Age,Age 25-44,26.8,Age 18-24,29.1,0.9
2011,North Dakota,Cigarette Use among Adults,Age,Age 25-44,26.8,Age 45-64,21.3,1.3
2011,North Dakota,Cigarette Use among Adults,Age,Age 25-44,26.8,Age 65 or older,8.6,3.1
2011,North Dakota,Cigarette Use among Adults,Age,Age 45-64,21.3,Age 18-24,29.1,0.7
2011,North Dakota,Cigarette Use among Adults,Age,Age 45-64,21.3,Age 25-44,26.8,0.8
2011,North Dakota,Cigarette Use among Adults,Age,Age 45-64,21.3,Age 65 or older,8.6,2.5
2011,North Dakota,Cigarette Use among Adults,Age,Age 65 or older,8.6,Age 18-24,29.1,0.3
2011,North Dakota,Cigarette Use among Adults,Age,Age 65 or older,8.6,Age 25-44,26.8,0.3
2011,North Dakota,Cigarette Use among Adults,Age,Age 65 or older,8.6,Age 45-64,21.3,0.4
2011,Ohio,Cigarette Use among Adults,Age,Age 18-24,30.5,Age 25-44,30.3,1.0
2011,Ohio,Cigarette Use among Adults,Age,Age 18-24,30.5,Age 45-64,26.3,1.2
2011,Ohio,Cigarette Use among Adults,Age,Age 18-24,30.5,Age 65 or older,9.7,3.1
2011,Ohio,Cigarette Use among Adults,Age,Age 25-44,30.3,Age 18-24,30.5,1.0
2011,Ohio,Cigarette Use among Adults,Age,Age 25-44,30.3,Age 45-64,26.3,1.2
2011,Ohio,Cigarette Use among Adults,Age,Age 25-44,30.3,Age 65 or older,9.7,3.1
2011,Ohio,Cigarette Use among Adults,Age,Age 45-64,26.3,Age 18-24,30.5,0.9
2011,Ohio,Cigarette Use among Adults,Age,Age 45-64,26.3,Age 25-44,30.3,0.9
2011,Ohio,Cigarette Use among Adults,Age,Age 45-64,26.3,Age 65 or older,9.7,2.7
2011,Ohio,Cigarette Use among Adults,Age,Age 65 or older,9.7,Age 18-24,30.5,0.3
2011,Ohio,Cigarette Use among Adults,Age,Age 65 or older,9.7,Age 25-44,30.3,0.3
2011,Ohio,Cigarette Use among Adults,Age,Age 65 or older,9.7,Age 45-64,26.3,0.4
2011,Oklahoma,Cigarette Use among Adults,Age,Age 18-24,26.1,Age 25-44,31.5,0.8
2011,Oklahoma,Cigarette Use among Adults,Age,Age 18-24,26.1,Age 45-64,28.6,0.9
2011,Oklahoma,Cigarette Use among Adults,Age,Age 18-24,26.1,Age 65 or older,11.7,2.2
2011,Oklahoma,Cigarette Use among Adults,Age,Age 25-44,31.5,Age 18-24,26.1,1.2
2011,Oklahoma,Cigarette Use among Adults,Age,Age 25-44,31.5,Age 45-64,28.6,1.1
2011,Oklahoma,Cigarette Use among Adults,Age,Age 25-44,31.5,Age 65 or older,11.7,2.7
2011,Oklahoma,Cigarette Use among Adults,Age,Age 45-64,28.6,Age 18-24,26.1,1.1
2011,Oklahoma,Cigarette Use among Adults,Age,Age 45-64,28.6,Age 25-44,31.5,0.9
2011,Oklahoma,Cigarette Use among Adults,Age,Age 45-64,28.6,Age 65 or older,11.7,2.4
2011,Oklahoma,Cigarette Use among Adults,Age,Age 65 or older,11.7,Age 18-24,26.1,0.4
2011,Oklahoma,Cigarette Use among Adults,Age,Age 65 or older,11.7,Age 25-44,31.5,0.4
2011,Oklahoma,Cigarette Use among Adults,Age,Age 65 or older,11.7,Age 45-64,28.6,0.4
2011,Oregon,Cigarette Use among Adults,Age,Age 18-24,22.6,Age 25-44,24.8,0.9
2011,Oregon,Cigarette Use among Adults,Age,Age 18-24,22.6,Age 45-64,19.2,1.2
2011,Oregon,Cigarette Use among Adults,Age,Age 18-24,22.6,Age 65 or older,9.6,2.4
2011,Oregon,Cigarette Use among Adults,Age,Age 25-44,24.8,Age 18-24,22.6,1.1
2011,Oregon,Cigarette Use among Adults,Age,Age 25-44,24.8,Age 45-64,19.2,1.3
2011,Oregon,Cigarette Use among Adults,Age,Age 25-44,24.8,Age 65 or older,9.6,2.6
2011,Oregon,Cigarette Use among Adults,Age,Age 45-64,19.2,Age 18-24,22.6,0.8
2011,Oregon,Cigarette Use among Adults,Age,Age 45-64,19.2,Age 25-44,24.8,0.8
2011,Oregon,Cigarette Use among Adults,Age,Age 45-64,19.2,Age 65 or older,9.6,2.0
2011,Oregon,Cigarette Use among Adults,Age,Age 65 or older,9.6,Age 18-24,22.6,0.4
2011,Oregon,Cigarette Use among Adults,Age,Age 65 or older,9.6,Age 25-44,24.8,0.4
2011,Oregon,Cigarette Use among Adults,Age,Age 65 or older,9.6,Age 45-64,19.2,0.5
2011,Pennsylvania,Cigarette Use among Adults,Age,Age 18-24,27.8,Age 25-44,27.6,1.0
2011,Pennsylvania,Cigarette Use among Adults,Age,Age 18-24,27.8,Age 45-64,23.5,1.2
2011,Pennsylvania,Cigarette Use among Adults,Age,Age 18-24,27.8,Age 65 or older,9.1,3.1
2011,Pennsylvania,Cigarette Use among Adults,Age,Age 25-44,27.6,Age 18-24,27.8,1.0
2011,Pennsylvania,Cigarette Use among Adults,Age,Age 25-44,27.6,Age 45-64,23.5,1.2
2011,Pennsylvania,Cigarette Use among Adults,Age,Age 25-44,27.6,Age 65 or older,9.1,3.0
2011,Pennsylvania,Cigarette Use among Adults,Age,Age 45-64,23.5,Age 18-24,27.8,0.8
2011,Pennsylvania,Cigarette Use among Adults,Age,Age 45-64,23.5,Age 25-44,27.6,0.9
2011,Pennsylvania,Cigarette Use among Adults,Age,Age 45-64,23.5,Age 65 or older,9.1,2.6
2011,Pennsylvania,Cigarette Use among Adults,Age,Age 65 or older,9.1,Age 18-24,27.8,0.3
2011,Pennsylvania,Cigarette Use among Adults,Age,Age 65 or older,9.1,Age 25-44,27.6,0.3
2011,Pennsylvania,Cigarette Use among Adults,Age,Age 65 or older,9.1,Age 45-64,23.5,0.4
2011,Rhode Island,Cigarette Use among Adults,Age,Age 18-24,18.1,Age 25-44,26.2,0.7
2011,Rhode Island,Cigarette Use among Adults,Age,Age 18-24,18.1,Age 45-64,20.7,0.9
2011,Rhode Island,Cigarette Use among Adults,Age,Age 18-24,18.1,Age 65 or older,9.3,1.9
2011,Rhode Island,Cigarette Use among Adults,Age,Age 25-44,26.2,Age 18-24,18.1,1.4
2011,Rhode Island,Cigarette Use among Adults,Age,Age 25-44,26.2,Age 45-64,20.7,1.3
2011,Rhode Island,Cigarette Use among Adults,Age,Age 25-44,26.2,Age 65 or older,9.3,2.8
2011,Rhode Island,Cigarette Use among Adults,Age,Age 45-64,20.7,Age 18-24,18.1,1.1
2011,Rhode Island,Cigarette Use among Adults,Age,Age 45-64,20.7,Age 25-44,26.2,0.8
2011,Rhode Island,Cigarette Use among Adults,Age,Age 45-64,20.7,Age 65 or older,9.3,2.2
2011,Rhode Island,Cigarette Use among Adults,Age,Age 65 or older,9.3,Age 18-24,18.1,0.5
2011,Rhode Island,Cigarette Use among Adults,Age,Age 65 or older,9.3,Age 25-44,26.2,0.4
2011,Rhode Island,Cigarette Use among Adults,Age,Age 65 or older,9.3,Age 45-64,20.7,0.4
2011,South Carolina,Cigarette Use among Adults,Age,Age 18-24,27.1,Age 25-44,29.2,0.9
2011,South Carolina,Cigarette Use among Adults,Age,Age 18-24,27.1,Age 45-64,23.2,1.2
2011,South Carolina,Cigarette Use among Adults,Age,Age 18-24,27.1,Age 65 or older,9.0,3.0
2011,South Carolina,Cigarette Use among Adults,Age,Age 25-44,29.2,Age 18-24,27.1,1.1
2011,South Carolina,Cigarette Use among Adults,Age,Age 25-44,29.2,Age 45-64,23.2,1.3
2011,South Carolina,Cigarette Use among Adults,Age,Age 25-44,29.2,Age 65 or older,9.0,3.2
2011,South Carolina,Cigarette Use among Adults,Age,Age 45-64,23.2,Age 18-24,27.1,0.9
2011,South Carolina,Cigarette Use among Adults,Age,Age 45-64,23.2,Age 25-44,29.2,0.8
2011,South Carolina,Cigarette Use among Adults,Age,Age 45-64,23.2,Age 65 or older,9.0,2.6
2011,South Carolina,Cigarette Use among Adults,Age,Age 65 or older,9.0,Age 18-24,27.1,0.3
2011,South Carolina,Cigarette Use among Adults,Age,Age 65 or older,9.0,Age 25-44,29.2,0.3
2011,South Carolina,Cigarette Use among Adults,Age,Age 65 or older,9.0,Age 45-64,23.2,0.4
2011,South Dakota,Cigarette Use among Adults,Age,Age 18-24,34.4,Age 25-44,28.5,1.2
2011,South Dakota,Cigarette Use among Adults,Age,Age 18-24,34.4,Age 45-64,21.0,1.6
2011,South Dakota,Cigarette Use among Adults,Age,Age 18-24,34.4,Age 65 or older,9.5,3.6
2011,South Dakota,Cigarette Use among Adults,Age,Age 25-44,28.5,Age 18-24,34.4,0.8
2011,South Dakota,Cigarette Use among Adults,Age,Age 25-44,28.5,Age 45-64,21.0,1.4
2011,South Dakota,Cigarette Use among Adults,Age,Age 25-44,28.5,Age 65 or older,9.5,3.0
2011,South Dakota,Cigarette Use among Adults,Age,Age 45-64,21.0,Age 18-24,34.4,0.6
2011,South Dakota,Cigarette Use among Adults,Age,Age 45-64,21.0,Age 25-44,28.5,0.7
2011,South Dakota,Cigarette Use among Adults,Age,Age 45-64,21.0,Age 65 or older,9.5,2.2
2011,South Dakota,Cigarette Use among Adults,Age,Age 65 or older,9.5,Age 18-24,34.4,0.3
2011,South Dakota,Cigarette Use among Adults,Age,Age 65 or older,9.5,Age 25-44,28.5,0.3
2011,South Dakota,Cigarette Use among Adults,Age,Age 65 or older,9.5,Age 45-64,21.0,0.5
2011,Tennessee,Cigarette Use among Adults,Age,Age 18-24,26.6,Age 25-44,26.9,1.0
2011,Tennessee,Cigarette Use among Adults,Age,Age 18-24,26.6,Age 45-64,24.1,1.1
2011,Tennessee,Cigarette Use among Adults,Age,Age 18-24,26.6,Age 65 or older,10.9,2.4
2011,Tennessee,Cigarette Use among Adults,Age,Age 25-44,26.9,Age 18-24,26.6,1.0
2011,Tennessee,Cigarette Use among Adults,Age,Age 25-44,26.9,Age 45-64,24.1,1.1
2011,Tennessee,Cigarette Use among Adults,Age,Age 25-44,26.9,Age 65 or older,10.9,2.5
2011,Tennessee,Cigarette Use among Adults,Age,Age 45-64,24.1,Age 18-24,26.6,0.9
2011,Tennessee,Cigarette Use among Adults,Age,Age 45-64,24.1,Age 25-44,26.9,0.9
2011,Tennessee,Cigarette Use among Adults,Age,Age 45-64,24.1,Age 65 or older,10.9,2.2
2011,Tennessee,Cigarette Use among Adults,Age,Age 65 or older,10.9,Age 18-24,26.6,0.4
2011,Tennessee,Cigarette Use among Adults,Age,Age 65 or older,10.9,Age 25-44,26.9,0.4
2011,Tennessee,Cigarette Use among Adults,Age,Age 65 or older,10.9,Age 45-64,24.1,0.5
2011,Texas,Cigarette Use among Adults,Age,Age 18-24,20.7,Age 25-44,21.9,0.9
2011,Texas,Cigarette Use among Adults,Age,Age 18-24,20.7,Age 45-64,20.0,1.0
2011,Texas,Cigarette Use among Adults,Age,Age 18-24,20.7,Age 65 or older,8.8,2.4
2011,Texas,Cigarette Use among Adults,Age,Age 25-44,21.9,Age 18-24,20.7,1.1
2011,Texas,Cigarette Use among Adults,Age,Age 25-44,21.9,Age 45-64,20.0,1.1
2011,Texas,Cigarette Use among Adults,Age,Age 25-44,21.9,Age 65 or older,8.8,2.5
2011,Texas,Cigarette Use among Adults,Age,Age 45-64,20.0,Age 18-24,20.7,1.0
2011,Texas,Cigarette Use among Adults,Age,Age 45-64,20.0,Age 25-44,21.9,0.9
2011,Texas,Cigarette Use among Adults,Age,Age 45-64,20.0,Age 65 or older,8.8,2.3
2011,Texas,Cigarette Use among Adults,Age,Age 65 or older,8.8,Age 18-24,20.7,0.4
2011,Texas,Cigarette Use among Adults,Age,Age 65 or older,8.8,Age 25-44,21.9,0.4
2011,Texas,Cigarette Use among Adults,Age,Age 65 or older,8.8,Age 45-64,20.0,0.4
2011,Utah,Cigarette Use among Adults,Age,Age 18-24,11.1,Age 25-44,14.5,0.8
2011,Utah,Cigarette Use among Adults,Age,Age 18-24,11.1,Age 45-64,11.8,0.9
2011,Utah,Cigarette Use among Adults,Age,Age 18-24,11.1,Age 65 or older,4.7,2.4
2011,Utah,Cigarette Use among Adults,Age,Age 25-44,14.5,Age 18-24,11.1,1.3
2011,Utah,Cigarette Use among Adults,Age,Age 25-44,14.5,Age 45-64,11.8,1.2
2011,Utah,Cigarette Use among Adults,Age,Age 25-44,14.5,Age 65 or older,4.7,3.1
2011,Utah,Cigarette Use among Adults,Age,Age 45-64,11.8,Age 18-24,11.1,1.1
2011,Utah,Cigarette Use among Adults,Age,Age 45-64,11.8,Age 25-44,14.5,0.8
2011,Utah,Cigarette Use among Adults,Age,Age 45-64,11.8,Age 65 or older,4.7,2.5
2011,Utah,Cigarette Use among Adults,Age,Age 65 or older,4.7,Age 18-24,11.1,0.4
2011,Utah,Cigarette Use among Adults,Age,Age 65 or older,4.7,Age 25-44,14.5,0.3
2011,Utah,Cigarette Use among Adults,Age,Age 65 or older,4.7,Age 45-64,11.8,0.4
2011,Vermont,Cigarette Use among Adults,Age,Age 18-24,23.9,Age 25-44,26.8,0.9
2011,Vermont,Cigarette Use among Adults,Age,Age 18-24,23.9,Age 45-64,17.9,1.3
2011,Vermont,Cigarette Use among Adults,Age,Age 18-24,23.9,Age 65 or older,6.1,3.9
2011,Vermont,Cigarette Use among Adults,Age,Age 25-44,26.8,Age 18-24,23.9,1.1
2011,Vermont,Cigarette Use among Adults,Age,Age 25-44,26.8,Age 45-64,17.9,1.5
